Fuel,Metering Arrangement,Charge Type,Payment Method,Region,Period,Cost Value
Electricity,Single-Rate,Unit Rate,PPM,Northern,January 2024 - March 2024,1031.6
Electricity,Single-Rate,Unit Rate,PPM,Northern,April 2024 - June 2024,914.1653786717499
Electricity,Single-Rate,Unit Rate,PPM,Northern,July 2024 - September 2024,853.2544228969393
Electricity,Single-Rate,Unit Rate,PPM,Northern,October 2024 - December 2024,911.1440385339858
Electricity,Single-Rate,Unit Rate,PPM,Northern,January 2025 - March 2025,920.7119474886697
Electricity,Single-Rate,Unit Rate,PPM,Northern,April 2025 - June 2025,958.2518529139561
Electricity,Single-Rate,Unit Rate,PPM,Northern,July 2025 - September 2025,913.6282020043868
Electricity,Single-Rate,Unit Rate,PPM,Northern,October 2025 - December 2025,935.8080185714286
Electricity,Single-Rate,Unit Rate,PPM,Northern,January 2026 - March 2026,878.491023191927
Electricity,Single-Rate,Unit Rate,PPM,Northern,April 2026 - June 2026,817.2445246018635
Electricity,Single-Rate,Unit Rate,PPM,Northern,July 2026 - September 2026,805.8953396584712
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,October 2022 - December 2022,1663.65
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,January 2023 - March 2023,2120.86
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,April 2023 - June 2023,1646.26
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,July 2023 - September 2023,1043.94
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,October 2023 - December 2023,988.96
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,January 2024 - March 2024,1026.15
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,April 2024 - June 2024,901.062314565921
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,July 2024 - September 2024,838.2820170980892
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,October 2024 - December 2024,907.4151603558867
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,January 2025 - March 2025,917.8711341692052
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,April 2025 - June 2025,952.4392341726407
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,July 2025 - September 2025,905.8364657026768
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,October 2025 - December 2025,928.81846167105
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,January 2026 - March 2026,872.7903174441849
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,April 2026 - June 2026,818.6224544774029
Electricity,Single-Rate,Unit Rate,PPM,Yorkshire,July 2026 - September 2026,808.1092585555346
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,October 2022 - December 2022,1670.31
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,January 2023 - March 2023,2119.34
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,April 2023 - June 2023,1663.88
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,July 2023 - September 2023,1076.59
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,October 2023 - December 2023,1022.44
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,January 2024 - March 2024,1058.04
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,April 2024 - June 2024,926.1064590981371
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,July 2024 - September 2024,865.6356039317643
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,October 2024 - December 2024,927.9749756083311
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,January 2025 - March 2025,937.5621556990749
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,April 2025 - June 2025,983.7806742257001
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,July 2025 - September 2025,941.3990049438185
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,October 2025 - December 2025,986.3577131493051
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,January 2026 - March 2026,922.6928264857388
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,April 2026 - June 2026,823.9352256314747
Electricity,Single-Rate,Unit Rate,PPM,Northern Scotland,July 2026 - September 2026,810.0182275603482
Electricity,Single-Rate,Unit Rate,PPM,Southern,October 2022 - December 2022,1680.97
Electricity,Single-Rate,Unit Rate,PPM,Southern,January 2023 - March 2023,2140.41
Electricity,Single-Rate,Unit Rate,PPM,Southern,April 2023 - June 2023,1659.29
Electricity,Single-Rate,Unit Rate,PPM,Southern,July 2023 - September 2023,1053.42
Electricity,Single-Rate,Unit Rate,PPM,Southern,October 2023 - December 2023,997.18
Electricity,Single-Rate,Unit Rate,PPM,Southern,January 2024 - March 2024,1034.72
Electricity,Single-Rate,Unit Rate,PPM,Southern,April 2024 - June 2024,925.0461282925439
Electricity,Single-Rate,Unit Rate,PPM,Southern,July 2024 - September 2024,861.6101926378915
Electricity,Single-Rate,Unit Rate,PPM,Southern,October 2024 - December 2024,926.0081009968778
Electricity,Single-Rate,Unit Rate,PPM,Southern,January 2025 - March 2025,936.5982308236693
Electricity,Single-Rate,Unit Rate,PPM,Southern,April 2025 - June 2025,936.4658057499144
Electricity,Single-Rate,Unit Rate,PPM,Southern,July 2025 - September 2025,888.5663199547864
Electricity,Single-Rate,Unit Rate,PPM,Southern,October 2025 - December 2025,912.7950693656724
Electricity,Single-Rate,Unit Rate,PPM,Southern,January 2026 - March 2026,852.4376864669496
Electricity,Single-Rate,Unit Rate,PPM,Southern,April 2026 - June 2026,795.7167135778564
Electricity,Single-Rate,Unit Rate,PPM,Southern,July 2026 - September 2026,782.7126163793812
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,October 2022 - December 2022,1688.89
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,January 2023 - March 2023,2151.19
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,April 2023 - June 2023,1683.05
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,July 2023 - September 2023,1076.62
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,October 2023 - December 2023,1020.67
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,January 2024 - March 2024,1058
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,April 2024 - June 2024,904.9325815451014
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,July 2024 - September 2024,841.8607314308181
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,October 2024 - December 2024,906.2090930899997
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,January 2025 - March 2025,916.6363843407948
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,April 2025 - June 2025,934.4040854920889
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,July 2025 - September 2025,889.9138982709107
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,October 2025 - December 2025,935.9317722409642
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,January 2026 - March 2026,877.8085468174181
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,April 2026 - June 2026,831.5418575461074
Electricity,Single-Rate,Unit Rate,PPM,Southern Scotland,July 2026 - September 2026,819.9041908402237
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,October 2022 - December 2022,1746.61
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,January 2023 - March 2023,2218.16
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,April 2023 - June 2023,1737.68
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,July 2023 - September 2023,1118.78
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,October 2023 - December 2023,1061.5
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,January 2024 - March 2024,1099.89
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,April 2024 - June 2024,960.370670766444
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,July 2024 - September 2024,895.9160387016187
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,October 2024 - December 2024,961.1796101662364
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,January 2025 - March 2025,972.049912639071
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,April 2025 - June 2025,1058.375363816832
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,July 2025 - September 2025,1012.8041260744498
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,October 2025 - December 2025,1036.5499107954613
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,January 2026 - March 2026,971.9233932535748
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,April 2026 - June 2026,899.2306780538034
Electricity,Single-Rate,Unit Rate,PPM,N Wales and Mersey,July 2026 - September 2026,884.5861345023828
Electricity,Single-Rate,Unit Rate,PPM,London,October 2022 - December 2022,1687.95
Electricity,Single-Rate,Unit Rate,PPM,London,January 2023 - March 2023,2154.07
Electricity,Single-Rate,Unit Rate,PPM,London,April 2023 - June 2023,1653.84
Electricity,Single-Rate,Unit Rate,PPM,London,July 2023 - September 2023,1040.02
Electricity,Single-Rate,Unit Rate,PPM,London,October 2023 - December 2023,984.46
Electricity,Single-Rate,Unit Rate,PPM,London,January 2024 - March 2024,1022.59
Electricity,Single-Rate,Unit Rate,PPM,London,April 2024 - June 2024,877.9277982175162
Electricity,Single-Rate,Unit Rate,PPM,London,July 2024 - September 2024,813.4768240902278
Electricity,Single-Rate,Unit Rate,PPM,London,October 2024 - December 2024,878.5048203144465
Electricity,Single-Rate,Unit Rate,PPM,London,January 2025 - March 2025,889.374367470448
Electricity,Single-Rate,Unit Rate,PPM,London,April 2025 - June 2025,917.849675921801
Electricity,Single-Rate,Unit Rate,PPM,London,July 2025 - September 2025,870.3969028205465
Electricity,Single-Rate,Unit Rate,PPM,London,October 2025 - December 2025,893.6360806995228
Electricity,Single-Rate,Unit Rate,PPM,London,January 2026 - March 2026,836.6989468611062
Electricity,Single-Rate,Unit Rate,PPM,London,April 2026 - June 2026,776.6556193426084
Electricity,Single-Rate,Unit Rate,PPM,London,July 2026 - September 2026,764.0144073328593
Electricity,Single-Rate,Unit Rate,PPM,South East,October 2022 - December 2022,1706.91
Electricity,Single-Rate,Unit Rate,PPM,South East,January 2023 - March 2023,2167.32
Electricity,Single-Rate,Unit Rate,PPM,South East,April 2023 - June 2023,1670.31
Electricity,Single-Rate,Unit Rate,PPM,South East,July 2023 - September 2023,1062.88
Electricity,Single-Rate,Unit Rate,PPM,South East,October 2023 - December 2023,1006.07
Electricity,Single-Rate,Unit Rate,PPM,South East,January 2024 - March 2024,1043.76
Electricity,Single-Rate,Unit Rate,PPM,South East,April 2024 - June 2024,921.3742591330708
Electricity,Single-Rate,Unit Rate,PPM,South East,July 2024 - September 2024,857.9536837462617
Electricity,Single-Rate,Unit Rate,PPM,South East,October 2024 - December 2024,921.7947564671294
Electricity,Single-Rate,Unit Rate,PPM,South East,January 2025 - March 2025,932.3486526702408
Electricity,Single-Rate,Unit Rate,PPM,South East,April 2025 - June 2025,959.5187720206411
Electricity,Single-Rate,Unit Rate,PPM,South East,July 2025 - September 2025,911.8404389119225
Electricity,Single-Rate,Unit Rate,PPM,South East,October 2025 - December 2025,935.8166937397757
Electricity,Single-Rate,Unit Rate,PPM,South East,January 2026 - March 2026,873.74828327272985
Electricity,Single-Rate,Unit Rate,PPM,South East,April 2026 - June 2026,818.3206812149402
Electricity,Single-Rate,Unit Rate,PPM,South East,July 2026 - September 2026,805.0264253246996
Electricity,Single-Rate,Unit Rate,PPM,Eastern,October 2022 - December 2022,1686.42
Electricity,Single-Rate,Unit Rate,PPM,Eastern,January 2023 - March 2023,2146.58
Electricity,Single-Rate,Unit Rate,PPM,Eastern,April 2023 - June 2023,1652.36
Electricity,Single-Rate,Unit Rate,PPM,Eastern,July 2023 - September 2023,1045.34
Electricity,Single-Rate,Unit Rate,PPM,Eastern,October 2023 - December 2023,988.92
Electricity,Single-Rate,Unit Rate,PPM,Eastern,January 2024 - March 2024,1026.57
Electricity,Single-Rate,Unit Rate,PPM,Eastern,April 2024 - June 2024,895.9822803169343
Electricity,Single-Rate,Unit Rate,PPM,Eastern,July 2024 - September 2024,832.2413618767337
Electricity,Single-Rate,Unit Rate,PPM,Eastern,October 2024 - December 2024,896.720060014803
Electricity,Single-Rate,Unit Rate,PPM,Eastern,January 2025 - March 2025,907.42618923836
Electricity,Single-Rate,Unit Rate,PPM,Eastern,April 2025 - June 2025,951.2385875326004
Electricity,Single-Rate,Unit Rate,PPM,Eastern,July 2025 - September 2025,903.3429800145572
Electricity,Single-Rate,Unit Rate,PPM,Eastern,October 2025 - December 2025,926.9621832135648
Electricity,Single-Rate,Unit Rate,PPM,Eastern,January 2026 - March 2026,866.4860504666422
Electricity,Single-Rate,Unit Rate,PPM,Eastern,April 2026 - June 2026,809.3694059479035
Electricity,Single-Rate,Unit Rate,PPM,Eastern,July 2026 - September 2026,796.6635011226756
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,October 2022 - December 2022,1650.48
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,January 2023 - March 2023,2102.16
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,April 2023 - June 2023,1629.21
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,July 2023 - September 2023,1032.29
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,October 2023 - December 2023,977.61
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,January 2024 - March 2024,1014.5
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,April 2024 - June 2024,873.5576505841628
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,July 2024 - September 2024,811.1852595769128
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,October 2024 - December 2024,875.4115640131922
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,January 2025 - March 2025,885.6125826084618
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,April 2025 - June 2025,925.6714796744247
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,July 2025 - September 2025,878.9562390269084
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,October 2025 - December 2025,901.9329390263923
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,January 2026 - March 2026,844.594978117624
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,April 2026 - June 2026,776.7033220662388
Electricity,Single-Rate,Unit Rate,PPM,East Midlands,July 2026 - September 2026,765.8051520149513
Electricity,Single-Rate,Unit Rate,PPM,Midlands,October 2022 - December 2022,1682.62
Electricity,Single-Rate,Unit Rate,PPM,Midlands,January 2023 - March 2023,2143.54
Electricity,Single-Rate,Unit Rate,PPM,Midlands,April 2023 - June 2023,1653.57
Electricity,Single-Rate,Unit Rate,PPM,Midlands,July 2023 - September 2023,1048.27
Electricity,Single-Rate,Unit Rate,PPM,Midlands,October 2023 - December 2023,993.02
Electricity,Single-Rate,Unit Rate,PPM,Midlands,January 2024 - March 2024,1030.31
Electricity,Single-Rate,Unit Rate,PPM,Midlands,April 2024 - June 2024,898.9155858900536
Electricity,Single-Rate,Unit Rate,PPM,Midlands,July 2024 - September 2024,835.7250816566927
Electricity,Single-Rate,Unit Rate,PPM,Midlands,October 2024 - December 2024,900.6211243838054
Electricity,Single-Rate,Unit Rate,PPM,Midlands,January 2025 - March 2025,911.1170905666784
Electricity,Single-Rate,Unit Rate,PPM,Midlands,April 2025 - June 2025,941.4607316284078
Electricity,Single-Rate,Unit Rate,PPM,Midlands,July 2025 - September 2025,894.8836154644472
Electricity,Single-Rate,Unit Rate,PPM,Midlands,October 2025 - December 2025,918.1440241254707
Electricity,Single-Rate,Unit Rate,PPM,Midlands,January 2026 - March 2026,860.6836770331563
Electricity,Single-Rate,Unit Rate,PPM,Midlands,April 2026 - June 2026,803.4638858140095
Electricity,Single-Rate,Unit Rate,PPM,Midlands,July 2026 - September 2026,792.5120311487316
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,October 2022 - December 2022,1698.92
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,January 2023 - March 2023,2152.06
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,April 2023 - June 2023,1668.15
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,July 2023 - September 2023,1073.49
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,October 2023 - December 2023,1017.74
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,January 2024 - March 2024,1054.11
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,April 2024 - June 2024,925.279793726632
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,July 2024 - September 2024,863.3603445158869
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,October 2024 - December 2024,926.6515366685982
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,January 2025 - March 2025,936.7343136701097
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,April 2025 - June 2025,978.0955335990702
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,July 2025 - September 2025,931.9044081417735
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,October 2025 - December 2025,955.487345710028
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,January 2026 - March 2026,893.4221442161177
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,April 2026 - June 2026,823.8400210397679
Electricity,Single-Rate,Unit Rate,PPM,Southern Western,July 2026 - September 2026,810.4897228841562
Electricity,Single-Rate,Unit Rate,PPM,South Wales,October 2022 - December 2022,1690.06
Electricity,Single-Rate,Unit Rate,PPM,South Wales,January 2023 - March 2023,2147.76
Electricity,Single-Rate,Unit Rate,PPM,South Wales,April 2023 - June 2023,1667.07
Electricity,Single-Rate,Unit Rate,PPM,South Wales,July 2023 - September 2023,1065.99
Electricity,Single-Rate,Unit Rate,PPM,South Wales,October 2023 - December 2023,1010.01
Electricity,Single-Rate,Unit Rate,PPM,South Wales,January 2024 - March 2024,1046.95
Electricity,Single-Rate,Unit Rate,PPM,South Wales,April 2024 - June 2024,920.6230573066907
Electricity,Single-Rate,Unit Rate,PPM,South Wales,July 2024 - September 2024,857.6620785645364
Electricity,Single-Rate,Unit Rate,PPM,South Wales,October 2024 - December 2024,921.7996131507816
Electricity,Single-Rate,Unit Rate,PPM,South Wales,January 2025 - March 2025,932.2309089770123
Electricity,Single-Rate,Unit Rate,PPM,South Wales,April 2025 - June 2025,970.4715502839186
Electricity,Single-Rate,Unit Rate,PPM,South Wales,July 2025 - September 2025,924.1053579645748
Electricity,Single-Rate,Unit Rate,PPM,South Wales,October 2025 - December 2025,947.6283422810397
Electricity,Single-Rate,Unit Rate,PPM,South Wales,January 2026 - March 2026,885.7870136534185
Electricity,Single-Rate,Unit Rate,PPM,South Wales,April 2026 - June 2026,822.0905451168431
Electricity,Single-Rate,Unit Rate,PPM,South Wales,July 2026 - September 2026,809.1138564966814
Electricity,Multi-Register,Unit Rate,PPM,North West,October 2022 - December 2022,2080.37
Electricity,Multi-Register,Unit Rate,PPM,North West,January 2023 - March 2023,2793.06
Electricity,Multi-Register,Unit Rate,PPM,North West,April 2023 - June 2023,2129.55
Electricity,Multi-Register,Unit Rate,PPM,North West,July 2023 - September 2023,1305.48
Electricity,Multi-Register,Unit Rate,PPM,North West,October 2023 - December 2023,1233.97
Electricity,Multi-Register,Unit Rate,PPM,North West,January 2024 - March 2024,1286.46
Electricity,Multi-Register,Unit Rate,PPM,North West,April 2024 - June 2024,1084.0149921092843
Electricity,Multi-Register,Unit Rate,PPM,North West,July 2024 - September 2024,997.1249340746118
Electricity,Multi-Register,Unit Rate,PPM,North West,October 2024 - December 2024,1102.0821471169866
Electricity,Multi-Register,Unit Rate,PPM,North West,January 2025 - March 2025,1120.8195446540506
Electricity,Multi-Register,Unit Rate,PPM,North West,April 2025 - June 2025,1210.151464807175
Electricity,Multi-Register,Unit Rate,PPM,North West,July 2025 - September 2025,1146.8382685055633
Electricity,Multi-Register,Unit Rate,PPM,North West,October 2025 - December 2025,1175.109221184197
Electricity,Multi-Register,Unit Rate,PPM,North West,January 2026 - March 2026,1150.4339270687237
Electricity,Multi-Register,Unit Rate,PPM,North West,April 2026 - June 2026,992.9339764070074
Electricity,Multi-Register,Unit Rate,PPM,North West,July 2026 - September 2026,928.9567433916313
Electricity,Multi-Register,Unit Rate,PPM,Northern,October 2022 - December 2022,2060.69
Electricity,Multi-Register,Unit Rate,PPM,Northern,January 2023 - March 2023,2763.44
Electricity,Multi-Register,Unit Rate,PPM,Northern,April 2023 - June 2023,2122.63
Electricity,Multi-Register,Unit Rate,PPM,Northern,July 2023 - September 2023,1304.74
Electricity,Multi-Register,Unit Rate,PPM,Northern,October 2023 - December 2023,1232.83
Electricity,Multi-Register,Unit Rate,PPM,Northern,January 2024 - March 2024,1285.25
Electricity,Multi-Register,Unit Rate,PPM,Northern,April 2024 - June 2024,1111.0882060558397
Electricity,Multi-Register,Unit Rate,PPM,Northern,July 2024 - September 2024,1024.4986043665776
Electricity,Multi-Register,Unit Rate,PPM,Northern,October 2024 - December 2024,1109.4520071669115
Electricity,Multi-Register,Unit Rate,PPM,Northern,January 2025 - March 2025,1127.5365706043995
Electricity,Multi-Register,Unit Rate,PPM,Northern,April 2025 - June 2025,1184.6313054836942
Electricity,Multi-Register,Unit Rate,PPM,Northern,July 2025 - September 2025,1123.4320955507892
Electricity,Multi-Register,Unit Rate,PPM,Northern,October 2025 - December 2025,1151.9464598208194
Electricity,Multi-Register,Unit Rate,PPM,Northern,January 2026 - March 2026,1130.6391369315716
Electricity,Multi-Register,Unit Rate,PPM,Northern,April 2026 - June 2026,1024.1919033803988
Electricity,Multi-Register,Unit Rate,PPM,Northern,July 2026 - September 2026,963.2830040737003
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,October 2022 - December 2022,2088.17
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,January 2023 - March 2023,2805.86
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,April 2023 - June 2023,2137.13
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,July 2023 - September 2023,1301.44
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,October 2023 - December 2023,1228.31
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,January 2024 - March 2024,1282.18
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,April 2024 - June 2024,1100.783444005528
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,July 2024 - September 2024,1011.8210757285922
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,October 2024 - December 2024,1110.5253865060956
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,January 2025 - March 2025,1129.6626044702684
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,April 2025 - June 2025,1181.3630349738442
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,July 2025 - September 2025,1117.8219180152798
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,October 2025 - December 2025,1147.404121023567
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,January 2026 - March 2026,1127.2465880782595
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,April 2026 - June 2026,1029.0424201857272
Electricity,Multi-Register,Unit Rate,PPM,Yorkshire,July 2026 - September 2026,968.75704125471
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,October 2022 - December 2022,2098.86
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,January 2023 - March 2023,2805.33
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,April 2023 - June 2023,2154.3
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,July 2023 - September 2023,1337.2
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,October 2023 - December 2023,1265.7
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,January 2024 - March 2024,1317.65
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,April 2024 - June 2024,1138.3163071191507
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,July 2024 - September 2024,1052.1389108437402
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,October 2024 - December 2024,1142.1915479067761
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,January 2025 - March 2025,1160.3373194493242
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,April 2025 - June 2025,1214.8693143007083
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,July 2025 - September 2025,1158.3429405264733
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,October 2025 - December 2025,1216.9663917779558
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,January 2026 - March 2026,1191.1300737877723
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,April 2026 - June 2026,1045.2203995019706
Electricity,Multi-Register,Unit Rate,PPM,Northern Scotland,July 2026 - September 2026,978.6531183492463
Electricity,Multi-Register,Unit Rate,PPM,Southern,October 2022 - December 2022,2111.19
Electricity,Multi-Register,Unit Rate,PPM,Southern,January 2023 - March 2023,2833.69
Electricity,Multi-Register,Unit Rate,PPM,Southern,April 2023 - June 2023,2155.61
Electricity,Multi-Register,Unit Rate,PPM,Southern,July 2023 - September 2023,1313.6
Electricity,Multi-Register,Unit Rate,PPM,Southern,October 2023 - December 2023,1240.3
Electricity,Multi-Register,Unit Rate,PPM,Southern,January 2024 - March 2024,1294.74
Electricity,Multi-Register,Unit Rate,PPM,Southern,April 2024 - June 2024,1130.6523868997695
Electricity,Multi-Register,Unit Rate,PPM,Southern,July 2024 - September 2024,1040.6152394458936
Electricity,Multi-Register,Unit Rate,PPM,Southern,October 2024 - December 2024,1134.9878438698584
Electricity,Multi-Register,Unit Rate,PPM,Southern,January 2025 - March 2025,1154.4472605367048
Electricity,Multi-Register,Unit Rate,PPM,Southern,April 2025 - June 2025,1169.8009984997882
Electricity,Multi-Register,Unit Rate,PPM,Southern,July 2025 - September 2025,1105.7912177513576
Electricity,Multi-Register,Unit Rate,PPM,Southern,October 2025 - December 2025,1138.0472248251897
Electricity,Multi-Register,Unit Rate,PPM,Southern,January 2026 - March 2026,1115.166241667462
Electricity,Multi-Register,Unit Rate,PPM,Southern,April 2026 - June 2026,1014.1194438260743
Electricity,Multi-Register,Unit Rate,PPM,Southern,July 2026 - September 2026,949.032727255502
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,October 2022 - December 2022,2115.63
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,January 2023 - March 2023,2840.61
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,April 2023 - June 2023,2173.14
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,July 2023 - September 2023,1332.49
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,October 2023 - December 2023,1259.21
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,January 2024 - March 2024,1313.21
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,April 2024 - June 2024,1109.0687731149014
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,July 2024 - September 2024,1019.6649207447158
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,October 2024 - December 2024,1113.0001576182137
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,January 2025 - March 2025,1132.006545759275
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,April 2025 - June 2025,1156.9447019066542
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,July 2025 - September 2025,1098.0794599857331
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,October 2025 - December 2025,1158.9269498901126
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,January 2026 - March 2026,1137.1766297105407
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,April 2026 - June 2026,1047.2406195776007
Electricity,Multi-Register,Unit Rate,PPM,Southern Scotland,July 2026 - September 2026,984.6723697212262
